PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
13 000 TND,Villa S5 avec piscine au Lac 2,"Les Berges Du Lac 2, La Marsa","['6 Pièces', '5 Chambres', '4 Salles de bains']","['Terrasse', 'Garage', 'Concierge', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four', 'Internet', 'Animaux domestiques autorisés']","PHOENIX ESTATES, agence immobilière située à La Marsa, vous propose à la location une villa avec piscine au Lac 2.
Elle se compose comme suit:
-Au rez-de-chaussée: Un salon, une cuisine équipée, une chambre à coucher avec dressing et une salle de bain.
-A l'étage: Une suite parentale, deux suites juniors avec dressing, une chambre à coucher et une salle de bain.
-A l'extérieur: Un garage pour trois voitures",https://www.mubawab-media.com/ad/7/660/108F/h/9_43023984.avif
2 600 TND,Appartement S2 avec terrasse à Gammarth,"Gammarth, La Marsa","['3 Pièces', '2 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Vue sur mer', 'Piscine', 'Meublé', 'Entre-seul', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet', 'Animaux domestiques autorisés']","HOENIX ESTATES, agence immobilière située à La Marsa, vous propose à la location  un appartement  situé au deuxième et dernier étage d'une résidence R2 à Gammarth.
Il se compose comme suit: Un salon, une cuisine équipée avec séchoir, une salle d'eau invités, deux chambres à coucher et une salle de douche, une grande terrasse et une place de parking au sous sol.",https://www.mubawab-media.com/ad/8/294/382F/h/image_1_81868278.avif
12 000 TND,Duplex S3 meublé avec piscine à La Marsa,La Marsa,"['4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Meublé', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet']","PHOENIX ESTATES, agence immobilière située à La Marsa, vous propose à la location un duplex avec jardin à La Marsa.
Il se compose comme suit:
-Au rez-de-chaussée: Un grand salon-salle à manger, une cuisine équipée, une salle d'eau invités.
-A l'étage: Une suite parentale et deux chambres à coucher avec une salle de douche.
-Au sous sol: une suite de service et une place de parking.
-A l'extérieur: un jardin et une piscine",https://www.mubawab-media.com/ad/8/324/040F/h/image_1_82181641.avif
2 500 TND,Location bel appartement avec vue sur mer la marsa,La Marsa,"['70 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul', 'Cuisine équipée']","On met a la location un bel appartement entièrement meublé au cœur de la marsa plage proche de toutes les commoditées avec superbe vue sur mer.

Tel/WhatsApp : 00 216 24 26 88 33",https://www.mubawab-media.com/ad/8/301/742F/h/image_1_81950309.avif
2 500 TND,Villa avec jardin a Gammarth,"Gammarth Village, La Marsa","['260 m²', '3 Chambres']","['Jardin', 'Terrasse', 'Garage', 'Vue sur mer', 'Vue sur les montagnes', 'Piscine', 'Chambre rangement', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four', 'Micro-ondes', 'Internet', 'Animaux domestiques autorisés']","NewKey La Marsa met à la location une villa indépendante à Gammarth village avec jardin.
Le rez-de-chaussée est composé d’un salon, d’une cuisine équipée et d’une salle d’eau pour les invités.
À l’étage, on trouve deux chambres avec balcon ainsi qu’une suite parentale.
La villa dispose également d’un sous-sol comprenant une chambre de service et une grande salle polyvalente.
Le jardin fait le tour de la villa et un garage peut accueillir deux voi...",https://www.mubawab-media.com/ad/8/293/617F/h/IMG-20260127-WA0014_81860061.avif
10 000 TND,Villa S3 avec vue sur mer à La Marsa,La Marsa,"['5 Pièces', '4 Chambres', '6 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Piscine', 'Concierge', 'Chambre rangement', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Internet', 'Animaux domestiques autorisés']","PHOENIX ESTATES, agence immobilière située à La Marsa, vous propose à la location une villa avec vue sur mer à La Marsa.

Elle se compose comme suit:

au rez-de-chaussée: salon, salle à manger, cuisine équipée, salle d'eau invités, buanderie, chambre de service avec sa salle d'eau, jardin d'hiver et garde manger.
à l'étage: séjour, suite parentale et 2 suites junior.
à l'extérieur: piscine, jardin, terrasse d'été, garage et studio équipé d'...",https://www.mubawab-media.com/ad/8/284/038F/h/thumb_1236699_property_xlarge_81760228.avif
6 500 TND,Appartement S3 avec piscine au Lac 2,"Les Berges Du Lac 2, La Marsa","['4 Pièces', '3 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée']","PHOENIX ESTATES, agence immobilière située à la Marsa, vous propose à la location un appartement avec piscine situé au premier étage d'une résidence R4 au Lac 2.
Il se compose comme suit:
Un Salon, une cuisine équipée avec séchoir, une buanderie, un débarras, une salle d’eau invités , une suite parentale, deux suites juniors, une terrasse, une piscine.
Au sous sol: il bénéficie de deux places de parking et un cellier",https://www.mubawab-media.com/ad/7/463/801F/h/Capture07_26328666.avif
4 800 TND,Rez de chaussée de villa S3 meublé avec jardin à la Marsa,La Marsa,"['250 m²', '3 Pièces', '3 Chambres', '2 Salles de bains']","['Garage', 'Ascenseur', 'Climatisation', 'Chauffage central']","22Estates vous propose à la location un superbe appartement richement meublé à neuf, avec une entrée indépendante situé au rez-de-chaussée dans un quartier résidence calme, sécurisée, à proximité de toutes commodités et de la plage.
La partie jour se compose d’un salon/salle à manger spacieux et lumineux donnant sur une jolie terrasse et un agréable jardin arboré, une cuisine entièrement équipée et aménagée et une salle d’eau invités.
La partie...",https://www.mubawab-media.com/ad/8/258/800F/h/image_1_82264645.avif
1 700 TND,A louer un s2 au lac 2,"Les Berges Du Lac 2, La Marsa","['100 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Vue sur mer', 'Concierge', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","CENTURY 21 BARROS LAC 2 vous propose pour la location un appartement en s2 de 100 m²

Il se compose:
– Un salon
– Deux chambres à coucher
– Une cuisine 
– Une salle de bain
– Une place de parking

Contactez nous dès aujourd’hui pour plus d’informations et pour organiser une visite sur place : Tel/ WhatsApp 216 23 024 000
Email : sb@century21.tn",https://www.mubawab-media.com/ad/8/332/553F/h/thumb_1310187_property_large_82274447.avif
2 500 TND,Location joli appartement s2 la marsa plage,La Marsa,"['100 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","On met a la location un bel s2 vide au cœur de la marsa plage proche de toutes les commoditées dans une résidence gardée et sécurisée.

Tel/WhatsApp :  00 216 24 26 88 33",https://www.mubawab-media.com/ad/8/258/542F/h/IMG-20240423-WA0012_81472802.avif
1 050 TND,Appartement S1 jamais habité à Ain Zaghouan,La Marsa,"['65 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Vue sur mer', 'Meublé', 'Salon européen', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Animaux domestiques autorisés']","Emplacement : Ain Zaghouan.
Etage : Rez de chaussée
Superficie : 65m².
Typologie : S1.
Etat :Vide

Composition : 
Salon avec balcon. 
Cuisine équipée avec plaque, hotte et four. 
Chambre à coucher avec dressing. 
Salle de douche. 

Climatiseur.
Chauffage central.
Place de parking sous-sol.

Prix : 1050 Dinars/mois 

#Réf : SK 65/26.
Pour plus d'informations, veuillez contacter le 25 555 067/ 58095197",https://www.mubawab-media.com/ad/8/323/743F/h/thumb_1300793_property_xlarge_82178326.avif
3 500 TND,Duplex S2 vue mer meublé au Golden Tulip,"Gammarth Supérieur, La Marsa","['130 m²', '3 Pièces', '2 Chambres', '3 Salles de bains']","['Terrasse', 'Piscine', 'Entre-seul', 'Cheminée', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","À louer duplex S2 vue mer meublé au Golden Tulip Gammarth, situé dans un quartier résidentiel calme et recherché.
À l’entrée, un salon spacieux et lumineux avec un espace salle à manger, une salle de douche invités et une cuisine ouverte moderne entièrement équipée.
La partie nuit comprend une suite parentale avec dressing et terrasse offrant une vue sur mer, une chambre à coucher avec dressing ainsi qu’une salle de douche.

Le bien est équip...",https://www.mubawab-media.com/ad/8/328/408F/h/1_82231606.avif
5 500 TND,Duplex S4 piscine à La Marsa,La Marsa,"['400 m²', '5 Pièces', '4 Chambres', '4 Salles de bains']","['Garage', 'Meublé', 'Salon européen', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet', 'Animaux domestiques autorisés']","Emplacement : La Marsa 
Superficie : 400 m².
Typologie : S4 .
Etat : Vide

Composition :
Rez de chaussée :
Salon.
Cuisine équipée de plaque, hotte et four. 
Salle à manger avec cheminée. 
Suite parentale avec dressing et salle de douche.
Salle d’eau invités. 

A l'étage : 
Deux suite parentales avec dressing et salle de bain. 
Une chambre à coucher avec dressing. 

Chauffage central.
 Climatiseurs. 
Piscine.
Abris de voiture.
...",https://www.mubawab-media.com/ad/8/330/265F/h/thumb_1308232_property_xlarge_82251612.avif
2 500 TND,Un appart meublé bien situé,La Marsa,"['120 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Cuisine équipée']","un s2 meublé à Marsa Wifek au 1er étage, il se compose de: 
- salon
- deux chambres à coucher
- salle de bain
- salle d'eau
- cuisine bien équipée.
- séchoir

le quartier calme, sécurisé et ayant un accès facile.

ps: si cette offre ne vous convient pas, veuillez svp nous communiquer votre besoin afin de vous présenter le bien que vous cherchez. merci.

pour plus de détails ou autres biens, veuillez contacter notre conseiller sur ce n...",https://www.mubawab-media.com/ad/8/216/692F/h/IMG-20250818-WA0003_81033992.avif
3 700 TND,A louer un appartement s 3 au lac 2,"Les Berges Du Lac 2, La Marsa","['150 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Garage', 'Cuisine équipée']","A louer un Appartement S3 spacieux au Lac 2.
cet appartement moderne et lumineux, idéalement situé au Lac 2.
Composez de
Salon avec terrasse spacieuse 
Salle à manger conviviale
Suite parentale avec douche privée 
Deux chambres à coucher confortables 
 Salle de bain équipée 
Salle d’eau dédiée pour les invités 
 Cuisine entièrement équipée 
Place de parking sécurisée",https://www.mubawab-media.com/ad/8/332/738F/h/thumb_1310511_property_large_82276606.avif
Prix à consulter,A louer un s2 a ain zaghouen nord,"Ain Zaghouan Nord, La Marsa","['130 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Concierge', 'Chambre rangement', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Cuisine équipée']","CENTURY 21 BARROS LAC 2 vous propose pour la location  un appartement en s2 de 100 m²

Il se compose:
– Un salon
– Deux chambres à coucher
- Une cuisine
- Une salle deau 
- Une salle de bain
- Une place de parking

Contactez nous dès aujourd’hui pour plus d’informations et pour organiser une visite sur place : Tel/ WhatsApp 216 23 024 000
Email : sb@century21.tn",https://www.mubawab-media.com/ad/8/332/682F/h/20260414_154824_82276108.avif
2 000 TND,Location s1 meublé marsa plage,"La Marsa, La Marsa","['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Concierge', 'Chambre rangement', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","On met a la location un appartement s1 meublé au cœur de la marsa plage proche de toutes les commoditées.

Place de parking au sous-sol sol.

Tel/WhatsApp : 00 216 24 26 88 33",https://www.mubawab-media.com/ad/8/332/675F/h/20260414_152411_82275995.avif
Prix à consulter,Location joli appartement s2 avec terrasse vue mer,"La Marsa, La Marsa","['150 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Four']","On met a la location dans une résidence gardée et sécurisée à la marsa corniche proche de toutes les commodités un joli s2 avec grande terrasse vue sur mer.
Place de parking et cellier au sous-sol.

Tel/WhatsApp : 00 216 24 26 88 33",https://www.mubawab-media.com/ad/8/255/505F/h/xDs47z5S2ZA4rMzF-thumb_81547853.avif
1 500 TND,A louer un S2 à Ain Zaghouan Nord,"Ain Zaghouan Nord, La Marsa","['127 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes']","L’agence immobilière Century 21 Infinity vous propose à la location un appartement  S 2
*Emplacement: Ain Zaghouan Nord
*Typologie: S2
*Superficie: 120 m²
*État: vide ou meublé

Il est composé de:
-Un salon, une salle à manger
-Une cuisine équipée de plaque, hotte et four
- Deux chambres à coucher
-Une salle de bain

*Chauffage central
*Climatisation multi split
*Une place de parking",https://www.mubawab-media.com/ad/8/332/674F/h/WhatsApp%20Image%202026-03-27%20at%2012.19.00%20PM%20%283%29_82275998.avif
3 200 TND,A LOUER Appartement S3 à Les berges du lac 2,"Les Berges Du Lac 2, La Marsa","['160 m²', '4 Pièces', '3 Chambres', '3 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Piscine', 'Concierge', 'Meublé', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes']","Cet appartement S3 meublé, est situé aux Berges du Lac 2. Dès l’entrée, vous serez accueilli par un hall qui mène vers une pièce de vie spacieuse, idéale pour aménager un salon et une salle à mange, s’ouvrant sur un balcon. La cuisine est équipée d’éléments de rangement, d’une hotte, d’une plaque, d’un four, d'un micro-ondes ainsi qu’une machine à laver, elle est complétée par un séchoir. La partie nuit se compose de trois chambres à coucher dont...",https://www.mubawab-media.com/ad/8/332/663F/h/WhatsApp%20Image%202026-02-14%20at%201.50.40%20PM%20%281%29_82275901.avif
6 000 TND,A LOUER Appartement S3 à Les berges du lac 2,"Les Berges Du Lac 2, La Marsa","['180 m²', '4 Pièces', '3 Chambres', '3 Salles de bains']","['Terrasse', 'Garage', 'Vue sur mer', 'Concierge', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Cet appartement S3 meublé, est situé aux Berges du Lac 2. Dès l’entrée, vous serez accueilli par un hall qui mène vers une pièce de vie spacieuse, idéale pour aménager un salon et une salle à mange, s’ouvrant sur la piscine. La cuisine est équipée d’éléments de rangement, d’une hotte, d’une plaque, d’un four, d'un micro-ondes ainsi qu’une machine à laver, elle est complétée par un séchoir. La partie nuit se compose de trois chambres à coucher don...",https://www.mubawab-media.com/ad/8/332/656F/h/c5ff1354-5ed1-4205-9881-6ac464f2e327_WhatsApp%20Image%202026-04-14%20at%2011.57.45%20%281%29_82275827.avif
2 500 TND,A louer s2 vide à la Marsa plage,"La Marsa, La Marsa","['120 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Micro-ondes', 'Internet']","La méditerranée la Marsa vous propose la location d'un s2 à la Marsa plage vue mer. 
Ce dernier se compose d'un salon lumineux avec vue mer , une cuisine équipée avec séchoir , deux chambres à coucher avec dressing , une salle de bain.
l'appartement est munit d'un chauffage central , climatisations , parking et un cellier",https://www.mubawab-media.com/ad/8/214/655F/h/c3d3902a-ee30-48e9-bfe2-71733435393f_81012447.avif
1 900 TND,Appartement S2 meublée à Ain Zaghouan Nord,"Ain Zaghouan Nord, La Marsa","['140 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet']","Société Mellouli immobilière met à la location un joli appartement S2 meublée à Ain Zaghouan Nord dans une résidence calme et sécurisée
- grand salon avec terrasse
- cuisine agencée et équipée avec séchoir
- deux chambres à coucher avec dressing
- salle de bain
- salle d’eau

l'appartement est doté de la climatisation en Split et du chauffage central.
place de parking sous sol sont à disposition",
3 300 TND,Appartement S4 les berges du lac 2 vue dégagée,"Les Berges Du Lac 2, La Marsa","['180 m²', '5 Pièces', '4 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Façade extérieure', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Four', 'Micro-ondes']","Société Mellouli immobilière met à la location un joli appartement S4 au berges du lac 2, dans une résidence calme et sécurisée
- grand salon avec balcon
- cuisine agencée et équipée avec séchoir
- salle d'eau pour invités
- trois chambres à coucher avec dressing
- suite parentale
- salle de bain

L'appartement est doté de la climatisation en Split et du chauffage central.
Deux place de parking sous sol sont à disposition",
5 500 TND,Villa S6 au berges du lac 2,"Les Berges Du Lac 2, La Marsa","['400 m²', '7 Pièces', '5 Chambres', '4 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Piscine', 'Concierge', 'Meublé', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet']","Société Mellouli immobilière met à la location une villa vide ou meublée aux berges du lac 2
la propriété s'étend sur deux niveaux, couvrant une surface totale de 450m² 
- au rez de jardin : deux chambres avec placards, salle d’eau avec douche et deux places de parking 
- au rez-de-chaussée, un salon ouvrant sur le jardin, une salle de séjour , une salle d'eau avec douche et une cuisine équipée et agencée 
- à l'étage : 3 chambres à coucher a...",https://www.mubawab-media.com/ad/8/231/085F/h/5a4b286e-6a9d-4534-96bf-469bde4a670a_81192750.avif
