PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
1 200 TND,Appartements 2 à louer à sousse ville,"Sousse Ville, Sousse Ville","['2 Pièces', '2 Chambres', '1 Salle de bain']",['Meublé'],"À LOUER  Appartement S2– Sousse ville Nous vous proposons à la location annuelle un appartement jamais habité dans une résidence récente et bien entretenue. au deuxième étage Caractéristiques : •Salon et salle à manger lumineux • Cuisine moderne, bien aménagée avec de nombreux rangements • Salle de bain avec douche à l’italienne *deux chambres à coucher avec dressing Loyer mensuel : 1200 dinars /mois Soyez les bienvenus à notre agence Immobilière...",https://www.mubawab-media.com/ad/8/301/401F/h/thumb_65152_property_xlarge_81946797.avif
1 000 TND,Appartement S1 à louer zone Panorama,"Sousse Ville, Sousse Ville","['60 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central', 'Sécurité']","Opportunité à Sousse : S1 Meublé - Zone Panorama 

Découvrez cet appartement S1 élégant et moderne, idéalement situé au rez-de-chaussée d’une résidence prestigieuse et hautement sécurisée dans le quartier prisé de Panorama.

Les points forts du bien :

 
 Entièrement meublé avec goût pour un confort immédiat.
 
 
 Salle de douche moderne à l’italienne.
 
 
 Emplacement stratégique, calme et sécurisé.
 
 
 Proximité directe de tout...",https://www.mubawab-media.com/ad/8/328/138F/h/thumb_1305461_property_large_82228044.avif
1 800 TND,À louer Appartement S2 haut standing entièrement,"Sousse Corniche, Sousse Ville","['150 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul']","À louer  chez l’agence IGH immobilière: Appartement S2 haut standing, entièrement meublé – Corniche

Nous mettons à la location un appartement S2 de haut standing, soigneusement meublé, situé dans le prestigieux et très recherché quartier de la Corniche. Ce bien offre un excellent niveau de confort et un cadre de vie agréable et sécurisé.

Caractéristiques du bien :

 
 Salon lumineux et élégamment aménagé
 
 
 Deux chambres spacieuses...",https://www.mubawab-media.com/ad/8/258/488F/h/thumb_1215134_property_large_81472206.avif
1 000 TND,Rez de Jardin,"Bouhssina, Sousse Ville","['200 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet']",Joli Rez de Jardin habitable en très bon état,https://www.mubawab-media.com/ad/8/327/299F/h/290281392_1169359713906291_6914374141795288243_n_82219719.avif
950 TND,À louer – Appartement S1 de standing à Bouhssina,"Bouhssina, Sousse Ville","['68 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central']","Appartement de type S1 situé à Bouhssina, dans le quartier Bourzar, au premier étage d’une petite résidence calme et sécurisée. Idéalement placé à proximité immédiate de l’école française Philippe Seguin.

L’appartement se compose d’une cuisine moderne entièrement équipée, ouverte sur un salon et une salle à manger lumineux, avec accès à un balcon. La partie nuit comprend une chambre à coucher avec une grande penderie ainsi qu’une salle de bain...",https://www.mubawab-media.com/ad/8/326/051F/h/Picture-82629253-1-watermark_82205854.avif
1 500 TND,S3 meublé à louer à Panorama,"Sousse Ville, Sousse Ville","['110 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central']","Prestige Immobilier vous propose à la location annuelle un S3 meublé situé à Sousse zone Panorama.

Caractéristiques :

 
 Salon 
 
 
 Trois (03) chambres à coucher
 
 
 Cuisine
 
 
 Salle de bain
 
 
 Séchoir
 
 
 Deux (02) Balcons
 
 
 Climatisation
 
 
 Chauffage centrale
 
 
 Prix : 1500 TND / mois

 Pour plus d’informations, n’hésitez pas à nous contacter :
 
 
 Téléphone : 50 250 288 / 52 347 097
 
 
 Wh...",https://www.mubawab-media.com/ad/8/320/865F/h/thumb_1297561_property_large_82148890.avif
1 000 TND,S1 meublé à louer à Panorama,"Sousse Ville, Sousse Ville","['70 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","Prestige Immobilier vous propose à la location annuelle un S1 meublé situé à Sousse zone Panorama.

Caractéristiques :

 
 Salon 
 
 
 Une chambre à coucher
 
 
 Cuisine
 
 
 Salle de bain
 
 
 Séchoir
 
 
 Climatisation
 
 
 Chauffage centrale
 
 
 Prix : 1000 TND / mois

 Pour plus d’informations, n’hésitez pas à nous contacter :
 
 
 Téléphone : 50 250 288 / 52 347 097
 
 
 WhatsApp : 50 250 288 / 52 347 097
...",https://www.mubawab-media.com/ad/8/320/823F/h/thumb_1297486_property_large_82148647.avif
1 400 TND,À louer – Appartement S2 à Sousse Ville,"Sousse Ville, Sousse Ville","['2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité']","Nous mettons pour une location annuelle , un sublime Appartement situé au 1er étage dans un quartier calme à Sousse Ville. Il se compose de : Deux chambres à coucher Un salon Une cuisine Une salle de bain Une grande terrasse L’appartement est équipé de : Chauffage central Climatiseur Prix : 1400 DT / mois * Soyez les bienvenus à notre agence Immobilière : Route de la plage, ElMenchia immeuble Panoramis hammam Sousse Nos Contacts : 00216 29480165...",https://www.mubawab-media.com/ad/8/314/896F/h/thumb_65520_property_xlarge_82088437.avif
1 200 TND,À louer – S1 meublé – Zone touristique Khezama,"Bouhssina, Sousse Ville","['1 Pièce', '1 Chambre', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée']","À louer – S1 meublé – Zone touristique Khezama
Prestige Immobilier Tunisie propose à la location annuelle un appartement S1 meublé, situé dans une zone touristique à Khezama, au 5ᵉ étage d’une résidence sécurisée, proche de la mer.
* Salon avec balcon
* Cuisine américaine équipée
* 1 chambre à coucher
* Salle d’eau avec douche
* Place de parking au sol
* Chauffage central &amp; climatisation
* Prix: 1200 DT
Contact : 50 250 288 / 52 347 097
...",https://www.mubawab-media.com/ad/8/317/987F/h/thumb_1294869_property_large_82120565.avif
2 500 TND,Location annuelle – Appartement S3 vue mer sousse,"Sousse Ville, Sousse Ville","['3 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Cuisine équipée']","Dahmen Immobilier vous propose un spacieux appartement S3 situé au 10ᵉ étage d’une résidence sécurisée à centre ville de Sousse, offrant une magnifique vue dégagée sur la mer et la Médina. Composition : Hall d’entrée avec salle à manger, Double salon lumineux avec balcon et vue dégagée Cuisine moderne, bien équipée et bien aménagée avec balcon ,03 chambres à coucher, dont une avec balcon vue mer et vue Médina de Sousse ,Salle d’eau ,Salle de bain...",https://www.mubawab-media.com/ad/8/304/139F/h/thumb_65275_property_xlarge_81974742.avif
1 700 TND,Rez de chaussée s2 à louer à sousse,"Sousse Ville, Sousse Ville","['2 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Façade extérieure', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","À LOUER  Appartement S2– Sousse ville Nous vous proposons à la location annuelle un appartement au rez-de-chaussée jamais habité dans une résidence récente et bien entretenue. Caractéristiques : •Salon et salle à manger lumineux • Cuisine moderne, bien aménagée avec de nombreux rangements • Salle de bain avec douche à l’italienne *deux chambres à coucher avec dressing Loyer mensuel : 1700 dinars /mois Soyez les bienvenus à notre agence Immobilièr...",https://www.mubawab-media.com/ad/8/300/768F/h/thumb_65133_property_xlarge_81940309.avif
Prix à consulter,À louer Appartement Haut Standing au 1er étage S2,"Zaouiet, Sousse Ville","['120 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Chambre rangement', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Four']","À louer un bel appartement S2 haut standing, situé au premier étage, non meublé, dans une résidence calme à Sousse Zawya Saniyet Jebara sur la route principale.

- Salon spacieux
- 2 chambres à coucher
- Cuisine équipée
- Salle de bain privée
- Toilette indépendante et privée
- Chauffage central
- Sans climatisation
- Séchoir individuel
- Balcon donnant sur l’entrée principale

Pour plus d’informations, merci de contacter",https://www.mubawab-media.com/ad/8/300/557F/h/IMG-20260210-WA0011_81938218.avif
850 TND,S2 à la nouvelle bouhsina,"Bouhssina, Sousse Ville","['80 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Animaux domestiques autorisés']","un Appartement S2 luxueux nouvellement construit 
Loyer 850dt à l'année.
#Localisation :La nouvelle Bouhsina; 𝙖̀ côté de l’école Française Philippe Seguin et de la Clinique La Concorde.
À louer par #mois un  Appartement très moderne# Haut Standing S2  
                             
on vous propose pour location #annuelle un très bel Appartement de type S2#avec un intérieur moderne et élégant,
Composé  de :
Un superbe salon
Une cuisine : Ultra fo...",https://www.mubawab-media.com/ad/8/297/879F/h/1000009601_81908451.avif
1 300 TND,Un bel et moderne Appartement S2 à louer à Sousse,"Bouhssina, Sousse Ville","['105 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Animaux domestiques autorisés']","À louer – Super S2 richement meublé  situé à Sousse à 05 minutes de centre ville.

Découvrez ce superbe appartement haut standing bien meublé, situé dans une résidence très moderne, bien sécurisé et gardé, calme et dotée de système de sécurité, à proximité immédiate de toutes les commodités.

Composition :
• Un lumineux avec un coin à manger (Table 06 places) et dressing 
• Cuisine bien équipée et agencée avec un gtand séchoir
• Salle de b...",https://www.mubawab-media.com/ad/8/296/010F/h/495087201_990038329778308_1293935364802495680_n_81888864.avif
1 300 TND,Un bel Appart S2 à louer à Sousse centre ville,"Sousse Ville, Sousse Ville","['110 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Meublé', 'Chauffage central', 'Cuisine équipée']","À louer – Un bel Appartement de type S2 meublé à louer à Sousse proche du centre ville de Sousse.

Découvrez cet appartement de haut standing meublé, situé dans une résidence  très moderne et sécurisé, calme et dotée de système de sécurité, gardien et caméras de surveuillance à Sousse.

Composition :
• Un salon lumineux et spacieux avec un coin table à manger (06 places)  et un dressing
• Cuisine bien équipée et agencée qui donne sur un gra...",https://www.mubawab-media.com/ad/8/294/877F/h/495087201_990038329778308_1293935364802495680_n_81874380.avif
1 200 TND,"Louez cet appartement à Sousse Ville. 
3 chambres agréables","Sousse Ville, Sousse Ville","['140 m²', '3 Chambres', '1 Salle de bain']",['Chauffage central'],"Louez l'appartement de vos rêves.
Prix 1 200 TND.
3 chambres, 1 salle de bains, 140 m².
1er étage.
Moins de 5 ans.
Type de sol: Marbre.

Cet appartement est à louer à Sousse Ville, Sousse Ville",https://www.mubawab-media.com/ad/8/286/300F/h/photo_00_81783193.avif
1 200 TND,S3 Meublé à louer Cité Ezzahra Sousse,"Sousse Ville, Sousse Ville","['110 m²', '1 Pièce', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","À louer – Appartement S3 meublé à Cité Ezzahra

À louer, bel appartement S3 meublé, situé au 1er étage dans un quartier calme et agréable à Cité Ezzahra, Sousse.

Composition :
Salon spacieux
3 chambres à coucher
Cuisine équipée
Salle de bain
Chauffage central

Loyer : 1200 DT / mois

Appartement propre, bien entretenu, idéal pour une famille.

Contact : 55 66 44 94
Adresse : Rue du Commandant Bejaoui, Sousse",https://www.mubawab-media.com/ad/8/285/471F/h/1_81775103.avif
900 TND,S2 à Louer Cité Ezzahra,"Sousse Ville, Sousse Ville","['85 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Façade extérieure', 'Salon européen', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes']","À louer – Appartement S2 à Cité Ezzahra, Sousse

Appartement S2 à louer, situé au 2ᵉ étage dans un quartier calme et proche de toutes les commodités.

Composition :

Salon
2 chambres à coucher
Cuisine
Salle de bains
Chauffage central

Loyer : 900 DT / mois

Pour plus d’informations ou pour organiser une visite, merci de nous contacter au 55 66 44 94",https://www.mubawab-media.com/ad/8/285/106F/h/1_81771058.avif
1 600 TND,A loué penthouse S3 non meublé à Sousse,"Sousse Ville, Sousse Ville","['200 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver', 'Internet']",A loué Penthouse non meublé à SousseNotre penthouse occupe le 6 eme étage d'une résidence bien gardé situé à Sousse dans un quartier calme et pré de tous les commoditésLe bien est de 200 m² reparti comme suit :spacieux salon et salle a manger01 suite parental avec son propre salle de bain02 chambres à couchersalle de bainune grande Cuisine bien équipéeterrasse vue merEquipements: climatisation chauffage centralPrix 1600 dinars par moisvisiter www...,https://www.mubawab-media.com/ad/8/217/658F/h/thumb_1164128_property_large_81044665.avif
900 TND,À louer: S1 meublé à Corniche Sousse,"Sousse Corniche, Sousse Ville","['80 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Piscine', 'Meublé', 'Entre-seul', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Animaux domestiques autorisés']","À louer : S1 meublé à Corniche Sousse

Nous vous proposons un appartement S1 meublé situé dans un petit immeuble familial de 2 étages, au 2ᵉ étage (sans ascenseur), idéalement situé sur la Corniche de Sousse, à proximité de toutes les commodités (commerces, transports, restaurants, plage, services…).

Composition :

Un salon lumineux avec cuisine américaine équipée et accès au séchoir

Une grande terrasse avec vue mer

Une chambre à cou...",https://www.mubawab-media.com/ad/8/278/767F/h/WhatsApp%20Image%202025-12-30%20at%2016.38.51%20%281%29_81702957.avif
1 600 TND,Appartement à louer,"Chatt Meriem, Sousse Ville","['130 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Sécurité']","À louer à Chott Meriem S3 Meublé au 2ème étage, pied dans l’eau .
Avec place de parking privée

Caractéristiques :
•	3 chambres à coucher avec vue mer
•	1 salle d’eau avec douche
•	1 salle de bain
•	Cuisine équipée
•	Salon &amp; salle à manger avec balcon vue mer
•	Climatiseurs &amp; chauffage central

Vue imprenable, confort garanti !
Idéal pour une location annuelle.

Contactez-nous dès maintenant :
Tél : 50 250 288 / 52 347 097
WhatsA...",https://www.mubawab-media.com/ad/8/266/389F/h/1_81571290.avif
5 500 TND,À Louer – Villa de Luxe avec Piscine,"Chatt Meriem, Sousse Ville","['400 m²', '6 Pièces', '4 Chambres', '2 Salles de bains']",[],"À Louer – Villa de Luxe avec Piscine 
 Chott Meriem, Sousse – à quelques pas de la mer
Prestige Immobilier Tunisie vous propose une villa haut standing S4, entièrement meublée, offrant un cadre de vie luxueux et confortable.
Rez-de-chaussée :
•	Deux salons spacieux &amp; salle à manger avec vue et accès direct à la piscine
•	Cuisine moderne ouverte sur la piscine
•	Salle d’eau  salle de douche
•	Trois chambres, dont deux avec accès direct à la...",https://www.mubawab-media.com/ad/8/265/520F/h/4_81558280.avif
2 600 TND,A louer un s2 à sousse vue mer,"Sousse Ville, Sousse Ville","['150 m²', '2 Chambres']","['Terrasse', 'Garage', 'Meublé', 'Climatisation', 'Chauffage central', 'Sécurité']","Agence Immobilière Kantaoui Sonia met en location annuelle un appartement meublé de type S2 tout neuf à Soussedans une résidence sécurisée et bien gardée et prés de tous commodités
cet appartement composé comme suit :
*lumineux Salon et salle à manger
02 suites parentales avec leurs dressing et salle de bain
*une cuisine indépendante bien équipée
Prestation :
*Dressing
* Chauffage centrale
* climatisation 
* terrasse vue mer
*place parking sous s...",
2 500 TND,À LOUER – Open Space à Beb Bhar Sousse,"Sousse Ville, Sousse Ville","['175 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Ascenseur', 'Climatisation', 'Chauffage central']","À LOUER   l’agence IGH immobilière– Open Space à  Beb Bhar Sousse 

Emplacement stratégique – Idéal pour activités professionnelles

Open space spacieux à louer, situé à Beb Bhar Sousse , dans un immeuble professionnel et bien desservi.

Idéal pour :

 
 Cabinet médical de groupe (médecins, spécialistes, paramédicaux)
 
 
 Laboratoire d’analyses
 
 
 Centre d’appel
 
 
 Centre de formation
 

Caractéristiques :

 
 Espace...",
1 000 TND,S2 meublé haut standing zone panorama,"Sousse Corniche, Sousse Ville","['80 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver']","S2 haut standing meublé (chauffage central et climatisation, cuisine équipée....) dans une résidence familiale très sécurisée zone panorama, pas loin de la faculté médecine et l'Hôpital Farhat hached à proximité de toutes les commodités convient parfaitement Pour 2 résidentes . Loyer mensuel 1000 dt",
1 500 TND,Appartement à louer,"Sousse Ville, Sousse Ville","['150 m²', '4 Pièces', '2 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Vue sur mer', 'Meublé', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Sécurité', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'Machine à laver']","À LOUER – Magnifique Appartement S2 Meublé à Sousse 
Prestige Immobilier vous propose un superbe appartement S2 meublé, situé au 5ᵉ étage avec ascenseur, offrant une vue tout simplement incroyable sur la ville et la mer 
Composition :
Spacieux salon lumineux avec coin repas et terrasse à vue panoramique 
Suite parentale élégante 
Deuxième chambre avec dressing 
Cuisine entièrement équipée 
Salle de bain moderne 
Confort &amp; Commodités :
Cl...",https://www.mubawab-media.com/ad/8/265/356F/h/6_81556605.avif
1 600 TND,Vaste appartement haut standing cité olympique,"Bouhssina, Sousse Ville","['240 m²', '10 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Sécurité']","Vaste appartement haut standing cité olympique Sousse (2ème étage, 240m², 3 chambres à coucher, 2 Salles de bains, 10 pièces en total):
- Suite parentale avec dressing, salle de bain privée et balcon
- Deux salons lumineux ouvrant sur un large balcon
- Cuisine moderne ouverte sur une salle à manger conviviale
- Deuxième salle de bain indépendante
- Toilettes séparées pour plus de confort
- Garage privé de 30m²",https://www.mubawab-media.com/ad/8/149/206F/h/IMG_4564_81510025.avif
1 500 TND,À louer Appartement S3 haut standing – Corniche,"Sousse Corniche, Sousse Ville","['150 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Meublé', 'Climatisation', 'Chauffage central']","À louer  chez l’agence IGH immobilière : Appartement S3 haut standing, entièrement meublé – Corniche

Nous proposons à la location un appartement S3 de haut standing, soigneusement meublé, situé dans le prestigieux et très recherché quartier de la Corniche. Le bien offre un cadre de vie exceptionnel alliant confort, élégance et tranquillité.

Caractéristiques du bien :

 
 Salon spacieux et lumineux
 
 
 Trois chambres confortablement a...",https://www.mubawab-media.com/ad/8/258/469F/h/thumb_1215084_property_large_81472030.avif
