PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
230 000 TND,"A vendre, appartement s3","El Bousten, Sfax Ville","['139 m²', '1 Pièce', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Sécurité', 'Cuisine équipée', 'Four']","Cet appartement S3 est situé dans une résidence sécurisée à route mahdia km 1,5.

L’entrée dépend d’une pièce de vie généreuse et lumineuse grâce à son ouverture sur un balcon .

Une salle d’eau dédiée aux invités est également disponible

Le compartiment nuit se compose de trois chambres à coucher se partagent une salle de bain commune.

Une cuisine généreuse qui peut aménager une salle à manger et équipé par plaque, hotte aspirante et f...",https://www.mubawab-media.com/ad/8/300/917F/h/447303fa-087e-4af9-82df-88dee1f353ee_81941789.avif
250 000 TND,Un étage de villa destiner pour la vente,"Route Manzel Chaker, Sfax Ville","['220 m²', '1 Pièce', '4 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Piscine', 'Chambre rangement']","Cet étage S4, doté d’une entrée indépendante, se distingue par sa spacieuse superficie et idéalement situé dans un quartier résidentiel chic, à la Route de Manzal Chaker, km 5.

Il s’ouvre sur un espace de vie convivial et lumineux, bénéficiant d’une excellente orientation qui garantit un ensoleillement optimal.

L’espace nuit comprend une suite parentale ainsi que trois chambres à coucher, desservies par une salle de bain commune.

La cuis...",https://www.mubawab-media.com/ad/8/099/409F/h/Gemini_Generated_Image_ha3izha3izha3izh_82231771.avif
205 000 TND,"A vendre, un appartement s2","Route sokra, Sfax Ville","['110 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Ascenseur', 'Chauffage central', 'Sécurité', 'Porte blindée', 'Cuisine équipée', 'Four']","Cet appartement S2 est situé dans une résidence sécurisée à route soukra km 2.

L’entrée dépend d’une pièce de vie lumineux qui s’ouvre sur un balcon.

Le compartiment nuit se compose de deux chambres à coucher qui se partagent une salle de bain commune.

La cuisine est équipée par les éléments de rangement, une plaque, une hotte et un four électrique.

Une place de parking est disponible",https://www.mubawab-media.com/ad/8/322/193F/h/thumb_1299181_property_xlarge_82162647.avif
450 000 TND,Villa inachevé destiner pour la vente,"Route Manzel Chaker, Sfax Ville","['919 m²', '3 Pièces', '4 Chambres', '3 Salles de bains']","['Terrasse', 'Garage', 'Ascenseur', 'Concierge', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée']","Villa inachevée sur deux niveaux, nichée dans un quartier résidentiel prisé et paisible, à la route Manzel Chaker km 3,5.

Elle est érigée sur un terrain d’une superficie de 919 m² avec une superficie couverte de 500 m².

Le rez-de-chaussée se compose d’une pièce de vie comprenant un salon et un séjour, bénéficiant d’une orientation Est et Sud, offrant une belle luminosité naturelle.

La partie jour est complétée par une kitchenette pratiqu...",https://www.mubawab-media.com/ad/8/316/889F/h/gallery_82109311.avif
230 000 TND,S3 de 147 m² à vendre à Sfax Sud,"Sfax Sud, Sfax Sud","['147 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Garage', 'Chauffage central', 'Sécurité', 'Cuisine équipée', 'Four']","Cet appartement S3 est situé dans un quartier calme, sur la route de Mharza, km 3.

À l’entrée, vous découvrirez un salon lumineux, bénéficiant d’une orientation privilégiée.

La cuisine, entièrement équipée avec des rangements fonctionnels ( plaque , hotte ).

L’appartement est également équipé du gaz de ville pour votre confort.

Le compartiment nuit se compose d’une suite parentale et de deux chambres à coucher qui se partagent une sal...",https://www.mubawab-media.com/ad/8/314/742F/h/1000018846_82086831.avif
Prix à consulter,0% Commission / A vendre un Appartement s2 à Sfax,"Sfax Ville, Sfax Ville","['113 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Chambre rangement', 'Chauffage central', 'Sécurité']","Découvrez l'Appartement A6-3, une alliance parfaite entre espace et fonctionnalité, idéalement conçu pour ceux qui recherchent la qualité de vie ou un investissement locatif stratégique.

Les points forts de ce bien :
•	 Type : S2 spacieux et lumineux.
•	 Superficie : 113 m² parfaitement agencés.
•	Le ""Plus"" : Un balcon privé pour vos moments de détente.
•	 Commodité : Place de parking dédiée (un atout majeur en zone urbaine).

Que vous s...",https://www.mubawab-media.com/ad/8/310/456F/h/20260228_072754_82039419.avif
470 000 TND,Villa à Vendre à Route Manzel cheker km3,"Route El Ain, Sfax Ville","['380 m²', '8 Pièces', '5 Chambres', '3 Salles de bains']","['Terrasse', 'Sécurité']","Villa à Vendre entre Route Ain et Route Manzel cheker km3.
Surface Terrain : 1314m²
Façade : 27m sur voie de 10m
Zone de villa, à 100m du route manzel cheker (MG)
titre arabe
Proche de toutes commodités, STEG , SONEDE, GAS, ONAS",https://www.mubawab-media.com/ad/8/295/329F/h/gallery_81881196.avif
120 000 TND,Terrain d'une vielle maison à vendre sfax,"Caid Mhamed, Sfax Ville","['350 m²', '5 Pièces', '5 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Sécurité']","A VENDRE VIEILLE MAISON NON VALABLE POUR HABITATION SUR TERRAIN 350 METRE CARREE PAPIER ARABE EN REGLE POUR BATIR UN IMMEUBLE...
ET VALABLE AUPRES DES BANQUES...
ROUTE KAID MOHAMED A 1KILOMETRE DU CENTRE VILLE RUE TAHEUR HADDAD SFAX
PRIX A DISCUTER 120000DINARS",https://www.mubawab-media.com/ad/8/307/441F/h/gallery_82008114.avif
370 000 TND,S3 en vente,"Route gremda, Sfax Ville",['147 m²'],['Garage'],"Cet appartement S3 directe promoteur, est situé dans une résidence sécurisée à Gremda.L’entrée dépend d’une pièce de vie lumineuse grâce à ses baies vitrées.Le compartiment nuit se compose d’une suite parentale avec son propre dressing et une salle de douche.Deux chambres à coucher qui se partagent une salle de bain commune.Une cuisine équipée par plaque, hotte aspirante et four électrique.L’appartement est équipé par chauffage centrale.Une place...",https://www.mubawab-media.com/ad/8/305/937F/h/thumb_1281355_property_xlarge_81992571.avif
480 000 TND,Belle villa,"Merkez Chaabouni, Sfax Sud","['300 m²', '9 Pièces', '5 Chambres', '2 Salles de bains']","['Jardin', 'Meublé', 'Antenne parabolique', 'Climatisation', 'Double vitrage']","opportunité rare proposée directement par le propriétaire, sans intermédiaire. une demeure spacieuse et robuste, idéale pour une famille.

localisation : route menzel chaker, km 6.5. a seulement 500 mètres de la route principale.

caractéristiques techniques :

surface du terrain : 900 m2

surface couverte : 300 m2

composition : bloc de nuit (3 chambres  salle de bain)  grand salon  séjour  salle d'eau  grande cuisine  extension cuisin...",https://www.mubawab-media.com/ad/8/298/415F/h/1000016446_81916690.avif
80 000 TND,Appartement S2 A vendre,"Oued Chaabouni, Sfax Ouest","['80 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Garage', 'Chauffage central']","Appartement S2 au 3eme étage sans ascenseur a vendre , route aéroport Km 4, cité ennour. Prés de toute commodité  dans un emplacement stratégique et une zone très calme.
Surface : 80m2
Titre bleu
Prix : 80 000 DT
Contactez moi par message ou sur",https://www.mubawab-media.com/ad/8/298/405F/h/1000008280_81916592.avif
150 000 TND,S1 en vente,"Route Teniour, Sfax Ville",['53 m²'],[],Cet appartement S1 est situé au rez-de-chaussée dans une résidence sécurisé à route de Taniour km 2.5.Il se compose d’un salon avec une cuisine américaine.Une chambre à coucher qui s’ouvre sur une terrasse commun avec le salon et une salle de douche,https://www.mubawab-media.com/ad/8/295/710F/h/photo_00_81885850.avif
165 000 TND,S2 en vente,"Route gremda, Sfax Ville",['77 m²'],[],Cet appartement S2 est situé dans une résidence sécurisée à Gremda km4.5.L’entrée dépend d’un salon.Le compartiment nuit se compose de deux chambres à coucher dont une chambre a un dressing et s’ouvre sur un balcon.Une kitchenette est équipée par un élément de rangement et plaqueUn point d’eau.Une place parking sous-sol et cellier sont disponible,https://www.mubawab-media.com/ad/8/295/544F/h/1000014378_81883410.avif
135 000 TND,"Maison à vendre Route gremda km 2,5","Route gremda, Sfax Ville","['231 m²', '1 Pièce', '3 Chambres', '1 Salle de bain']",[],"* Deux entrées : par la rue Chaâbouni ou la rue de la mosquée Bou Chaâla  
* Titre : acte arabe  
* Superficie du terrain : 231,8 m²  

* - Surface bâtie : 120 m
* ⁠ 3 chambres

Prix : 135 000 DT",
Prix à consulter,Villa à vendre route sidi Mansour km 8,"Sidi Mansour, Sfax Ville","['320 m²', '6 Pièces', '4 Chambres', '3 Salles de bains']",[],"En exclusivité 2026 
 Opportunité d'#achat
L'agence ilyne Immobilier #sfax met a votre disposition une belle villa 
Route sidi Mansour km 8
Cartier calm et résidentiel 
 Superficie terrain : 1100m2
 Superficie couvert : 320 m2
3 chambres a coucher plus salle de bain 
Salon  séjour  salon de thé 
Cuisine équipé par delta cuisine  coin repas
Suite parentale avec salle d'eau WC équipé par une douche e hydro masseur
Une autre partie de ser...",
Prix à consulter,Appartement s3,"Sfax Ville, Sfax Ville","['106 m²', '4 Pièces', '4 Chambres', '2 Salles de bains']",[],"ILYNE immobilier  
Propose 
A VENDRE 
 pour usage personnel ou professionnel 
 Appartement haut standing S3  
Surface:106 m2
Lieu: Rue 14 janvier ou 7 novembre 
Prix: 210 MD négociable 
22 402 823 
 57297960",
Prix à consulter,"Villa de luxe à vendre dans le quartier de Riyad, route de M...","Cité El Habib, Sfax Ouest","['510 m²', '3 Chambres', '1 Salle de bain']",[],"Villa confortable à vendre encore neuve. 3 chambres à coucher, 1 salle de bain, salon et cuisine grande, 510 mètres carrés. Dans un endroit calme et beau 

Cette villa de luxe à vendre dans le quartier de Riyad. Un endroit rempli de villas.

Soyez le premier à visiter cette villa proposée à la vente avec un espace vert. Un endroit pour garer une voiture. Et climatisation. (Énergie solaire pour ceux qui le souhaitent) Ne manquez pas cette opportun...",
470 000 TND,S3 en vente,"Route gremda, Sfax Ville",['187 m²'],"['Terrasse', 'Garage', 'Chauffage central', 'Cuisine équipée']",Cet appartement S3 est situé dans un quartier chic et calme à route de Bouzayen km 3.5 Sfax.A l’entrée on trouve une pièce de vie lumineuse grâce à ses baies virées qui s’ouvre sur une terrasse.Une cuisine équipée par des éléments de rangement et un point d’eau pour invité complète la partie jour.Le compartiment nuit se compose d’une suite parentale et de deux chambres à coucher qui se partagent une salle de bain commune.L’appartement est équipé...,
315 000 TND,S4 en vente,"Route Teniour, Sfax Ville",['203 m²'],"['Terrasse', 'Garage', 'Chauffage central', 'Sécurité', 'Four']","Cet appartement S4 est situé dans une résidence sécurisée et calme à route Taniour km6.L’entrée dépend d’un salon volumineux qui peut aménager un salon.Un séjour et un point d’eau pour invité et un terrasse complète la partie jour.Le compartiment nuit se compose de trois chambres à coucher dont une chambre avec une terrasse qui se partagent une salle de bain.La cuisine est équipée par plaque, hotte aspirante,et four électrique, aménagée par les é...",
360 000 TND,À vendre 2 maisons studio Route El Ain km 4,"Route El Ain, Sfax Ville","['520 m²', '5 Pièces', '4 Chambres', '3 Salles de bains']","['Jardin', 'Piscine']","À vendre – 2 maisons  studio Adresse : Route El Ain, km 4, 
70m de la route principale. 
superficie :520m
superficie habitable :460m
à côté de la Pharmacie Amouri. Idéal pour habitation,  atelier ou projet locatif.
1 maisons prêtes à habiter :
• Salon / Séjour
• 2 chambres
• Bloc sanitaire et cuisine 
• Véranda
• extérieur aménagé avec une petite piscine. 
.mejel 
Maison ouverte sans séparation avec accès indépendant 
Studio avec poi...",
815 000 TND,Villa à vendre – Bouzayen km 8 route principale,"Route Bouzayyen, Sfax Ville","['906 m²', '1 Pièce', '3 Chambres', '2 Salles de bains']","['Garage', 'Piscine']","Villa à vendre – Bouzayen km 8 (route principale) 
Villa en cours de construction, idéalement située à Bouzayen km 8, directement sur la route principale. Elle est édifiée sur un terrain de 906 m² avec une superficie couverte de 500 m².
prix:  815000 dt 
La propriété bénéficie d’un accès secondaire à l’arrière par une voie de 8 mètres, offrant un réel avantage en termes de praticité 
La construction, encore inachevée, permet de finaliser les...",https://www.mubawab-media.com/ad/8/286/779F/h/thumb_1239912_property_xlarge_81788620.avif
445 000 TND,"Villa de charme, vue mer","Route Saltnia, Sfax Ville","['1356 m²', '1 Pièce', '3 Chambres', '3 Salles de bains']","['Jardin', 'Garage', 'Vue sur mer', 'Piscine', 'Sécurité', 'Cuisine équipée']","Villa de charme à vendre – Saltania km 18, Kantri Plage

À seulement 1,5 km de la route goudronnée
À 1,5 km du port de pêche Awebed – Sidi Mansour
Titre foncier

Villa 290m² couvets en deuxième position avec une vue mer dégagée

Édifiée sur un vaste terrain 1356m² paysagé, la propriété dispose de :
  Piscine 4 m x 9 m avec cascade
  Un salon spacieux
 Une cuisine équipée
  Deux chambres à coucher
  Une suite parentale
tous les misch...",https://www.mubawab-media.com/ad/8/288/581F/h/thumb_1262262_property_xlarge_81807324.avif
159 000 TND,Appartement S2 à vendre – Route Soukra km 2,"Route sokra, Sfax Ville","['105 m²', '1 Pièce', '2 Chambres', '1 Salle de bain']","['Terrasse', 'Garage', 'Ascenseur', 'Sécurité']","Appartement S2 à vendre – Route Soukra km 2
Surface totale : 105 m²
Surface habitable : 78 m²
Titre foncier individuel
4ᵉ et dernier étage
Très lumineux – toutes les pièces ainsi que la cuisine sont 9obliya
Balcon dans la chambre à coucher
Balcon fi cuisine
Salle de bain
Place de parking couverte (10 DT/mois)
Ascenseur
Caméras de surveillance
Accès sécurisé par badge
Résidence calme et bien située
Prix : 159 000 DT",https://www.mubawab-media.com/ad/8/288/680F/h/thumb_1262624_property_xlarge_81808380.avif
Prix à consulter,"Villa à vendre – Sidi Mansour, Sfax 
KLM 4","Sidi Mansour, Sfax Ville","['192 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage']","Superbe villa individuelle à vendre située dans le quartier prisé de Sidi Mansour (KLM 4) à Sfax, dans un environnement calme et résidentiel.
3 chambres spacieuses avec lumière naturelle
• Salon convivial idéal pour recevoir
• Cuisine bien aménagée
• Salle de bains moderne
• Surface généreuse offrant confort et fonctionnalité
• Beau jardin / espace extérieur (si applicable)
Villa située dans une zone recherchée de Sidi Mansour, à proximité des co...",https://www.mubawab-media.com/ad/8/288/253F/h/1000066872_81804047.avif
625 000 TND,Villa individuelle en vente,"Route gremda, Sfax Ville",['770 m²'],"['Jardin', 'Garage']",Cette une  villa S5 est située dans un quartier chic entre Gremda et Kaied Mhamed km 2.5Elle est érigée sur un terrain de superficie 740m².L’entrée dépend d’une pièce de vie volumineuse qui peut aménager un double salon qui s’ouvre sur le jardin.Un séjour et un point d’eau pour inviter complète la partie jour.Le compartiment nuit se compose d’une suite parentale avec une salle de douche et de trois chambres à coucher dont chaque chambre équipée p...,https://www.mubawab-media.com/ad/8/287/973F/h/gallery_81800943.avif
Prix à consulter,Villa a vendre route sokra,"Sfax Sud, Sfax Sud","['442 m²', '7 Pièces', '5 Chambres', '3 Salles de bains']","['Jardin', 'Garage', 'Chambre rangement', 'Sécurité']","Villa a route sonra km 4 cité essaada
Garage
Jardin
5 chambre
3 salles de bain
Caméras de surveillance
Zone calme et sécurisée",https://www.mubawab-media.com/ad/8/284/882F/h/43314_81768437.avif
Prix à consulter,Appartement S0,"Sfax Ville, Sfax Ville","['37 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']","['Garage', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Double vitrage']","Appartement S0 
superficie couverte : 37 m2
Prix demandé :100 000,000D",https://www.mubawab-media.com/ad/8/273/842F/h/thumb_1229073_property_xlarge_81649743.avif
Prix à consulter,Villa à louer 1110m² à route gabes km 2.5,"Route de Gabes, Sfax Ville","['1110 m²', '1 Pièce', '9 Chambres', '2 Salles de bains']","['Jardin', 'Terrasse', 'Garage', 'Chambre rangement', 'Antenne parabolique', 'Chauffage central']","Villa à louer à usage commercial à route gabes km 2.5 à droite Rue de l'environnement
surface terrain: 1110m²
surface batie: 450m²
se compose de :2 hall9 chambres a couchercuisinesalle de bainsalle de douche2 garagespuits
michelair électrique 
prix 2800dt",https://www.mubawab-media.com/ad/8/273/813F/h/1000006753_81649195.avif
1 440 000 TND,Villa à vendre,"Route de Tunis, Sfax Ville","['500 m²', '4 Pièces', '5 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Piscine']",je mets en vente une villa dans un emplacement stratégique et près de toutes commodités route de Tunis km 2.5,https://www.mubawab-media.com/ad/8/250/949F/h/gallery_81395078.avif
830 000 TND,Villa individuelle en vente,"Route Lafrane, Sfax Ville",['900 m²'],"['Garage', 'Ascenseur', 'Concierge', 'Meublé', 'Façade extérieure', 'Antenne parabolique', 'Climatisation', 'Sécurité', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur']","Cette villa S4 inachevée en stade avancé est située dans un emplacement stratégique a route Lafrane km 4.Elle est érigée sur un terrain de 900m².La structure principale est déjà en place, offrant la possibilité de personnaliser les finitions selon le besoin.Au rez-de-chaussée on trouve un salon, un séjour, qui s’ouvrent sur la piscine, une chambre d’amis, un point d’eau pour invité. Une cuisine ouverte sur un garage complète la partie jour.A l’ét...",https://www.mubawab-media.com/ad/8/271/468F/h/inbound2867089073681508869_81624319.avif
Prix à consulter,Un bon appartement a vendre pour habiter ou invest,"Sfax El Jadida, Sfax Ville","['80 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']","['Jardin', 'Double vitrage']","un bon appartement a vendre pour habiter ou investir
PRIX 165 milles legerement negociable",https://www.mubawab-media.com/ad/8/268/890F/h/thumb_1223077_property_xlarge_81596902.avif
180 000 TND,Route gremda klm 1.5,"Route gremda, Sfax Ville","['1300 m²', '1 Pièce', '3 Chambres', '1 Salle de bain']","['Garage', 'Four']","Maison à vendre – Route de Garmada, km 1,5
 Superficie du terrain : 1 300 m² Surface habitable : 100 m²
 Situation : À environ 200 mètres de la route principale, à proximité de l’école Ain Sheikh Rouhou",https://www.mubawab-media.com/ad/8/266/511F/h/gallery_81572320.avif
