PRICE,TITLE,LOCATION,DETAILS,FEATURES,DESCRIPTIONS,IMAGE
1 700 TND,Appartement for rent,"La Fayette, Tunis","['130 m²', '3 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Antenne parabolique', 'Chauffage central', 'Sécurité', 'Porte blindée', 'Internet']","Appartement for rent near bourguiba school , 5 min by walk :

1 large leaving room .
3 rooms with large beds .
1 shower   wc.
1 independant wc. 
1 kitchen with all that u need .
3 A/C ( 1 each room). 
** Central heating. 
**Wifi included  on rent .
**Housekeeper 1 time a mounth. 
** formalities for entry/departure included. 
** sécutity camera outside and inside building .
** interphone in the appartement with electric open/close for downstairs m...",
1 000 TND,"Superbe appartement à louer à Taieb Mhiri. 
Surface totale 7...","Taieb Mhiri, Tunis","['75 m²', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Concierge']","Découvrez cet appartement à louer. Prix 1 000 TND. 1 salle de bains, 75 m². 1 chambre. 1er étage. Moins de 20 ans. Sécurité maximale avec système de surveillance et porte blindée. Équipé d'une antenne parabolique.

Cet appartement est proposé à la location à Taieb Mhiri. Les extérieurs se composent d'un jardin et d'une terrasse. Chauffage central.

Contactez-nous pour visiter cet appartement en location. Connexion Internet",
5 500 TND,Villa individuelle en location,"La Fayette, Tunis",['400 m²'],"['Ascenseur', 'Chauffage central']","Nous vous proposons à la location une villa individuelle située sur l’avenue Mohamed V. D’une superficie bâtie de 400 m², elle est répartie sur deux niveaux.Au rez-de-chaussée, vous trouverez un hall d’accueil, un open space, deux pièces ainsi qu’un point d’eau. Le premier étage comprend trois pièces et un point d’eau. À l’extérieur, deux autres pièces sont disponibles, idéales pour un logement de concierge ou des espaces de rangement, ainsi qu’u...",
1 200 TND,A louer en face de clinique ibnou zohr,"Montplaisir, Tunis","['150 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Concierge', 'Chambre rangement', 'Climatisation', 'Chauffage central', 'Sécurité', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Animaux domestiques autorisés']",À louer appartement spacieux vue panoramique bon état s3 résidence carrefour cité khadra face clinique ibn zohr avec ascenseur  au 2eme etage loyer 1200d,
7 500 TND,Villa S11 à Mutuelle Ville,"Montplaisir, Tunis","['1500 m²', '12 Pièces', '11 Chambres', '6 Salles de bains']","['Ascenseur', 'Climatisation', 'Sécurité', 'Double vitrage', 'Porte blindée']","À louer – Villa S11 à Mutuelle Ville – 1500 m² de terrain

À louer une spacieuse villa S11 située à Mutuelle Ville, bâtie sur un terrain de 1500 m², idéale pour usage d’habitation ou professionnel.

Composition :

 Rez-de-chaussée :

Grand salon de réception

5 pièces

2 salles d’eau

1 salle de douche

 1er étage :

Très grande salle de réunion

4 autres pièces

 2ème étage :

Très grande terrasse aménagée

 Extérieur :...",
1 500 TND,A louer appartements neufs s2 et S3 à Lafayette,"La Fayette, Tunis","['80 m²', '4 Pièces', '3 Chambres', '1 Salle de bain']","['Chauffage central', 'Cuisine équipée']","En exclusivité, La Maison de l’Immobilier vous propose à la location des appartements en cours de finition, idéalement situés à Lafayette, à proximité de toutes les commodités.

L’immeuble, équipé d’un ascenseur, comprend 8 appartements de type S3 et 4 appartements de type S2.

Chaque appartement se compose d’un salon, d’une cuisine, d’une salle d’eau avec douche et de deux ou trois chambres.

Les appartements sont équipés de climatiseurs e...",
1 000 TND,A louer appartement s1 au passage,"République, Tunis","['70 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Vue sur les montagnes', 'Chambre rangement']","La Méditerranée immobilière vous propose à location un appartement s1 près de toutes commodités, dans un immeuble sécurisé et endroit calme, au passage . Il se compose d'un salon lumineux, deux chambre spacieuse, une cuisine équipée et une salle d'eau avec douche. L'appartement est équipé par chauffage",
3 000 TND,A louer usage commerciale ou administrative,"La Fayette, Tunis","['280 m²', '5 Pièces', '3 Chambres', '2 Salles de bains']","['Meublé', 'Salon européen', 'Antenne parabolique', 'Climatisation', 'Chauffage central', 'Double vitrage', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four', 'TV', 'Machine à laver', 'Micro-ondes', 'Internet']","Hive Real Estate vous propose à la location une maison indépendante destinée à un usage administratif ou commercial, idéale pour des bureaux, un siège de société ou toute activité professionnelle nécessitant un espace fonctionnel et bien agencé. 
Caractéristiques :
 -Superficie : 280 m²
 -Usage administratif ou commercial 
-Rez-de-chaussée : 
-Salon spacieux pouvant servir d’accueil ou d’open space 
-Séjour / pièce secondaire (bureau ou sal...",
280 TND,Tunis la capitale,"Habib Thameur, Tunis","['503 m²', '4 Pièces', '2 Chambres', '3 Salles de bains']","['Terrasse', 'Garage']",Tunis la capitale,
1 200 TND,A louer petit appartement meublé neuf,"Montfleury, Tunis","['60 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Jardin', 'Terrasse', 'Garage', 'Entre-seul', 'Climatisation', 'Chauffage central', 'Cuisine équipée']","À partir du 1er juin 2026
Cube Immo vous propose une appartement meublé retapé à neuf, au rez de chaussée d'un immeuble à montfleury, à 2 minutes de l'hôpital militaire:
Un salon bien équipé 
Une cuisine équipée 
Une chambre à coucher avec dressing 
Une salle de douche à l'italienne 

Équipements neufs

Chauffage central et climatisation 
Connexion à internet",
6 500 TND,Villa individuelle en location,"Montplaisir, Tunis","['540 m²', '12 Pièces', '12 Chambres', '3 Salles de bains']","['Chambre rangement', 'Climatisation', 'Chauffage central', 'Four', 'Machine à laver']","Nous vous proposons à la location une villa individuelle à usage professionnel situé à cité les jardins-Montplaisir, offrant un cadre fonctionnel, idéal pour une société, un cabinet ou un siège administratif.D’une superficie bâtie de 540 m², répartie sur trois niveaux de 180 m² chacun, cette propriété se distingue par ses espaces ouverts et sa luminosité.Au rez-de-chaussée, un accueil spacieux mène vers un grand open space donnant sur une terrass...",
5 500 TND,A louer très belle villa au Lac 2,"Tunis, Tunis","['500 m²', '7 Pièces', '5 Chambres', '3 Salles de bains']","['Cheminée', 'Climatisation', 'Cuisine équipée']","À louer  Belle villa au Lac 2, proche d'ambassade

Une spacieuse villa offrant confort et standing :

 Rez-de-chaussée :
          Grand salon lumineux
          Salle à manger
          Séjour convivial
          Cuisine équipée
          Salle deau invités

 Étage :
          3 chambres à coucher avec dressings, dont une avec terrasse
          1 suite parentale avec salle de bain

 Sous-sol :
          Grand open space
          1 chambre
...",
1 700 TND,S3 en location,"La Fayette, Tunis",['125 m²'],"['Chauffage central', 'Cuisine équipée']","un appartement situé au 3 étage dans la prestigieuse zone de Jeanne d’Arc, un quartier chic et calme. Cet espace de vie exceptionnel offre un vaste salon lumineux grâce à ses grandes ouvertures donnant sur un magnifique espace vert. Il dispose de trois chambres à coucher équipées de placards, d’un point d’eau, d’une salle de bain ainsi que d’un débarras pour un rangement optimal. La cuisine est entièrement équipée avec une plaque, une hotte, un f...",
1 750 TND,A Louer S4 à la Place D’Afrique,"Hedi Chaker, Tunis","['180 m²', '5 Pièces', '4 Chambres', '2 Salles de bains']","['Ascenseur', 'Climatisation', 'Chauffage central', 'Four']","A Louer Place d’Afrique, Ex Place Jeanne d’Arc, dans un immeuble des années 1920, très bien entretenu, un bel appartement composé comme suit:
Un salon avec cheminée et une porte communiquant avec une autre pièce, pouvant servir de salle à manger. De 3 chambres, d’une cuisine, d’une salle de bain et d’une salle d’eau.

Pour fixer RDV, veuillez contacter Sélima Dellagi par téléphone ou WhatsApp au 29924044",
1 400 TND,S4 en location,"La Fayette, Tunis",['125 m²'],"['Ascenseur', 'Climatisation', 'Chauffage central', 'Four']","Un appartement S4, situé au deuxième étage, en plein cœur du quartier Lafayette.Cet espace de vie exceptionnel offre un vaste salon lumineux, grâce à ses grandes ouvertures donnant sur un magnifique espace vert.
 Il dispose de quatre chambres à coucher, de deux points d’eau, ainsi que d’une cuisine entièrement équipée avec de nombreux éléments de rangement.Pour un confort optimal en toute saison, l’appartement est doté d’un système de chauffage",
1 400 TND,S2 en location,"La Fayette, Tunis",['80 m²'],"['Meublé', 'Salon européen', 'Climatisation', 'Chauffage central']","appartement S2, idéalement situé dans un quartier prisé de Lafayette, au sein d’un immeuble moderne, jamais habité et doté d’un ascenseur.
 Il se compose d’un salon baigné de lumière, de deux chambres confortables et d’une cuisine moderne entièrement équipée (plaque de cuisson, hotte, four et rangements fonctionnels).
 L’appartement bénéficie du chauffage central et de la climatisation, garantissant un confort optimal en toute saison.
 Offrant un...",
1 200 TND,S2 en location,"La Fayette, Tunis",['60 m²'],"['Concierge', 'Façade extérieure', 'Chauffage central', 'Sécurité', 'Double vitrage']","Découvrez ce bel appartement S2, idéalement situé dans un quartier recherché de Lafayette dans un immeuble jamais habité avec ascenseur  .l se compose d’un salon lumineux, de deux chambres confortables et d’une cuisine moderne entièrement équipée (plaque de cuisson, hotte, four et rangements fonctionnels).
 L’appartement est doté du chauffage central et de la climatisation, assurant un confort optimal tout au long de l’année.
 Offrant un cadre de...",
650 TND,A louer appartement S1 au centre ville,"Bab Bhar, Tunis","['65 m²', '2 Pièces', '1 Chambre', '1 Salle de bain']","['Chauffage central', 'Animaux domestiques autorisés']","La Méditerranée immobilière vous propose à location un appartement s1 situé en plein cœur centre-ville de Tunis compose d'un salon , une chambre à coucher , une cuisine et une salle d'eau",
1 700 TND,À louer un Appart S1 meublé à Ain Zaghouan nord,"République, Tunis","['80 m²', '1 Pièce', '1 Chambre', '1 Salle de bain']",['Terrasse'],"À louer un bel Appartement S1, spacieux, richement meublé, à Ain Zaghouan nord. Et proche de toutes commodités.

 Pour plus d'informations, veuillez contacter votre conseillère immobilière sur WhatsApp ou tel le : 27663599 où 55262068",
1 200 TND,Appartement s3 rue amilcare Tunis,"Bab Bhar, Tunis","['160 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']",[],"À louer un appartement s3 dans emplacement stratégique centre ville Tunis à pré d’ambassade de France 
Pour plus d’informations merci de nous contacter",
850 TND,Excllent S plus 2 a beb el Khadra,"Bab El Khadra, Tunis","['100 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",[],"on met à la location un appartement s2 au 2eme étage (sans ascensseur)
dans une résidence calme bien airer situé à proximité de toutes commodités. il se compose d’:
- un grand espace pour salon  sall a manger
- deux chambres à coucher avec dressings
- une cuisine et équipée avec séchoir
- une salle de bain
- une salle d’eau
- chauffage centra
pour visit virtuell",
850 TND,"Bureau S2 à louer à Lafayette,
Tunis","La Fayette, Tunis","['100 m²', '2 Pièces', '2 Chambres', '1 Salle de bain']",[],"Bureau S2 très spacieux disponible à la location pour usage bureautique.
Situé à Lafayette, Tunis.
Pour plus d'informations contacter:",
950 TND,Appartement capitale Tunis,"Bab Bhar, Tunis","['100 m²', '3 Pièces', '2 Chambres', '1 Salle de bain']",['Façade extérieure'],"Location, meublée ou pas, 2ème étage, sans ascenseur.
Très bon emplacement.
02 chambres sur façade avenue de Carthage",
2 800 TND,A louer appartement S3 au Lac 2,"Tunis, Tunis","['170 m²', '4 Pièces', '3 Chambres', '2 Salles de bains']","['Terrasse', 'Garage', 'Cuisine équipée']","On vous propose à la location un appartement S3, dans le meilleur quartier du Lac 2, au deuxième étage d'une résidence bien gardée, offrant une vue imprenable sur le lac et jbal bougarnine.
Cet appartement est composé de:
un grand salon lumineux, un balcon, une cuisine équipée, séchoir et salle d'eau invités.
La partie nuit est composée :
une suite parentale et deux chambres partageant une salle de bain.
Une place de parking et un cellier",
1 500 TND,A louer bureau h2 à Lafayette,"République, Tunis","['60 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Ascenseur', 'Concierge', 'Chauffage central', 'Sécurité', 'Porte blindée', 'Cuisine équipée']","La Méditerranée immobilière vous propose à la location un bureau H2 avec ascenseur à Lafayette d'un superficie 60 m². Il se compose d'un hall, deux pièces spacieuse, une kitchenette et d'une salle d'eau avec une douche. Des climatiseurs et chauffage centrale à votre disposition",
300 TND,"Chambre à louer pour étudiante FMT, ISSHT, FSHST","Bab El Alouj, Tunis","['150 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Meublé', 'Porte blindée', 'Cuisine équipée', 'Réfrigérateur', 'Four']","Une chambre meublée est disponible à louer dans une maison de 3 chambres, située à proximité de 
* Institut supérieur des sciences humaines de Tunis ISSHT (Ibn Charaf)
* Faculté des sciences humaines et sociales de Tunis FSHST (9avril)
* Faculté de médecine de Tunis FMT
Pour plus d'information",https://www.mubawab-media.com/ad/8/205/294F/h/a8ba5f8e-047e-4a54-b123-167b3c620c08%20%281%29_80913939.avif
300 TND,Le nouveau foyer privé Succès Al Najah,"Hedi Chaker, Tunis","['30 m²', '1 Pièce', '1 Salle de bain']","['Terrasse', 'Ascenseur', 'Piscine', 'Concierge', 'Chambre rangement', 'Meublé', 'Façade extérieure', 'Salon européen', 'Sécurité', 'Cuisine équipée', 'Réfrigérateur', 'TV', 'Internet']","المبيت الجامعي الخاص ""النجاح""
Au plein centre de Tunis , Lafayette, et a 2minutes du Zoo, plateau et piscine du belvedere. Aussi a une proximité de quelques minutes des universités les plus renommées de la Tunisie Le nouveau foyer privé Succès (Al-Najah) offre aux jeunes étudiantes des chambres à2 et à3 / bien équipées et confortables avec une connexion Internet gratuite dans chaque chambre.
Notre foyer se caractérise par la discipline, la sécuri...",https://www.mubawab-media.com/ad/8/196/304F/h/photo_0_80826590.avif
700 TND,"Louez cet appartement à Montfleury. 
Surface de 65 m²","Montfleury, Tunis","['65 m²', '3 Chambres', '1 Salle de bain']","['Garage', 'Ascenseur', 'Climatisation', 'Chauffage central', 'Cuisine équipée', 'Four']","Appartement idéal en location.
Prix 700 TND.
3 chambres, 1 salle de bains, superficie 65 m².
Au rez-de-chaussée

Cet appartement est à louer à Montfleury, Tunis.
Beb lfala",https://www.mubawab-media.com/ad/8/195/150F/h/529732846_122108251118960383_5770282103126209440_n_80815443.avif
1 700 TND,Appartement haut standing,"Montplaisir, Tunis","['100 m²', '3 Pièces', '3 Chambres', '1 Salle de bain']","['Climatisation', 'Chauffage central', 'Sécurité', 'Réfrigérateur', 'Four']","a louer  appartement s3 avec place parking 
emplacement  lafayette
type  appartement s3 située au 4 éme etage avec assenceur
état  appart haut standing et bien équipé
idéal pour famille   dans un quartier calme et proche de toutes les commodités transports commerces universités
loyer mensuel  1700dt parmois
pour plus de détails ou pour planifier une visite veuillez nous contacter au  
 ou par message privé",https://www.mubawab-media.com/ad/8/181/921F/h/gallery_80681812.avif
À partir de310 000 TND,"Résidence"" La Régence ""","El Menzah 9, El Menzah","['Haut standing', 'En cours de construction', 'Livraison:\n\t\t\t\t\t\t\t\t\t\tseptembre 2026']","['Terrasse', 'Garage', 'Meublé', 'Sécurité', 'Cuisine équipée']","""la régence"" est la résidence la plus luxueuse du menzah 9. elle offre à ses résidents un style de vie luxueux et distingué.
les appartements sont bien conçus et profitent pleinement de la lumière du jour",https://www.mubawab-media.com/ad/8/181/042F/h/L_63c02852-940d-4251-a273-70c2ff988df1_80673008.avif
2 750 TND,S3 en location,"La Fayette, Tunis",['100 m²'],"['Jardin', 'Piscine', 'Cheminée', 'Cuisine équipée']","Nous vous invitons à découvrir ce splendide appartement S3, situé au deuxième étage d’une résidence sécurisée, nichée dans le quartier recherché de la Place Jeanne d’Arc. Pensé avec soin et réalisé avec des finitions haut de gamme, ce bien d’exception conjugue élégance, confort et fonctionnalité, offrant un cadre de vie idéal aux citadins exigeants.Dès l’entrée, vous serez charmé par un salon lumineux et accueillant, propice à la détente comme au...",https://www.mubawab-media.com/ad/8/116/852F/h/thumb_1060382_property_large_80013644.avif
3 500 TND,Appartement S2 meublé au lac 2,"Tunis, Tunis","['160 m²', '3 Pièces', '2 Chambres', '2 Salles de bains']","['Jardin', 'Garage', 'Climatisation', 'Chauffage central', 'Internet']","A louer - Lac 2 - S2 meublé haut standing - vue dégagée.
 3500dt/mois , syndic pas compris
Dans une résidence securisée, proche des écoles ,ambassades, Lac, Tunisia Mall .
Une place de parking
Descriptif : 
 Salon et salle à manger ouvrant sur un balcon.
 cuisine équipée et séchoir.
 une salle d'eau invités
 une chambre avec dressing et balcon
 une chambre avec dressing
 une salle de bain",https://www.mubawab-media.com/ad/7/896/674F/h/L_ab28877de0a544c586bf0d8ab70574a5_73039101.avif
7 000 TND,A louer une villa en s4 avec piscine à Ain Zaghouan nord,"Abou El Kacem Chebbi, Tunis","['5 Pièces', '4 Chambres', '2 Salles de bains']",[],"Babylone immobilière vous propose à la location une villa toute neuve et jamais habitée en s4 avec piscine et jardin à Ain Zaghouan nord . 
Cette bâtisse est composée comme suit :
Au rez-de-chaussée on trouve ;Un salon-salle à manger avec une cheminée une cuisine bien équipée une chambre à coucher et une salle d’eau pour les invités . 
A l’étage une suite parentale trois chambres à coucher et une salle de bain commune . 
L’extérieur est compl...",
